pkt_rate, byte_rate, flow_dur, avg_pkt_size, flow_count, label
0.4235493434985176,33.6015812508824,7.083,79.33333333333333,26,0
0.2823662289990117,19.76563602993082,7.083,70.0,26,0
4.946297343131713,476.82306387789714,7.076,96.4,26,0
0.28364770954474544,19.855339668132178,7.051,70.0,26,0
0.28413126864611454,19.889188805228017,7.039,70.0,26,0
0.28860028860028863,20.202020202020204,6.93,70.0,26,0
0.2886419396738346,20.204935777168423,6.929,70.0,26,0
4.76878612716763,459.2485549132948,6.92,96.3030303030303,26,0
4.914004914004914,473.47882642000286,6.9190000000000005,96.3529411764706,26,0
0.41678243956654626,33.064740205612665,7.198,79.33333333333333,36,0
12.783104071140754,1182.7150201472837,7.197,92.52173913043478,36,0
0.4170141784820684,33.083124826244095,7.194,79.33333333333333,36,0
12.790212706798277,1183.3727234811622,7.193,92.52173913043478,36,0
0.4172461752433936,33.101529902642554,7.19,79.33333333333333,36,0
12.797329253025456,1184.031158714703,7.189,92.52173913043478,36,0
0.4189359028068706,33.235581622678396,7.161,79.33333333333333,36,0
0.4191114836546521,33.2495110366024,7.158,79.33333333333333,36,0
0.4193458205199888,33.268101761252446,7.154,79.33333333333333,36,0
9.68013468013468,940.7968574635241,7.128,97.18840579710145,36,0
0.42105263157894735,33.40350877192982,7.125,79.33333333333333,36,0
0.4212891447830361,33.42227215278753,7.121,79.33333333333333,36,0
0.4225947316523454,33.52584871108607,7.099,79.33333333333333,36,0
0.42283298097251587,33.54474982381959,7.095,79.33333333333333,36,0
0.42307149908334507,33.563672260612044,7.091,79.33333333333333,36,0
0.42426813746287656,33.658605572054874,7.071,79.33333333333333,36,0
5.094099334937031,491.2975803028159,7.067,96.44444444444444,36,0
0.4246885617214043,33.691959229898075,7.064,79.33333333333333,36,0
0.4257734885041158,33.77803008799319,7.046,79.33333333333333,36,0
5.112184038625391,493.0417495029821,7.042,96.44444444444444,36,0
0.4261969029691718,33.81162096888763,7.039,79.33333333333333,36,0
0.4272287097692965,33.89347764169752,7.022,79.33333333333333,36,0
0.42747221430607013,33.91279566828156,7.018,79.33333333333333,36,0
0.4276550249465431,33.92729864575909,7.015,79.33333333333333,36,0
0.42857142857142855,34.0,7.0,79.33333333333333,36,0
0.4288164665523156,34.01943967981703,6.996,79.33333333333333,36,0
0.429000429000429,34.03403403403403,6.993,79.33333333333333,36,0
0.4299226139294927,34.10719403840642,6.978,79.33333333333333,36,0
0.4301691998852882,34.12675652423287,6.974,79.33333333333333,36,0
9.898149476402237,961.985367952948,6.971,97.18840579710145,36,0
0.4312823461759632,34.21506612995975,6.9559999999999995,79.33333333333333,36,0
0.28752156411730884,20.126509488211617,6.9559999999999995,70.0,36,0
0.43146843089313963,34.229828850855746,6.953,79.33333333333333,36,0
0.28768699654775604,20.13808975834292,6.952,70.0,36,0
0.43246360098025083,34.3087790110999,6.937,79.33333333333333,36,0
0.2883090673201672,20.181634712411704,6.937,70.0,36,0
0.2938295788442703,23.310479921645445,10.21,79.33333333333333,30,0
12.048192771084338,1114.8986188657068,10.209,92.53658536585365,30,0
0.29394473838918284,23.319615912208505,10.206,79.33333333333333,30,0
12.052915237628614,1115.3356197942185,10.205,92.53658536585365,30,0
0.2940599882376005,23.32875906684964,10.202,79.33333333333333,30,0
12.057641407705127,1115.7729634349573,10.201,92.53658536585365,30,0
9.536918690394259,929.1121816930489,10.171,97.42268041237114,30,0
0.2950432730133753,23.406766325727776,10.168,79.33333333333333,30,0
0.29515938606847697,23.415977961432507,10.164,79.33333333333333,30,0
0.2959163543105149,23.47603077530085,10.138,79.33333333333333,30,0
0.2960039467192896,23.48297977306364,10.135,79.33333333333333,30,0
0.29609159099881566,23.48993288590604,10.132,79.33333333333333,30,0
0.2967359050445104,23.541048466864492,10.11,79.33333333333333,30,0
4.948045522018802,479.3666501731816,10.105,96.88,30,0
0.2969708968521085,23.559691150267273,10.102,79.33333333333333,30,0
0.2976190476190476,23.61111111111111,10.08,79.33333333333333,30,0
4.961794184777215,480.69862062121666,10.077,96.88,30,0
0.29779630732578916,23.625173714512606,10.074,79.33333333333333,30,0
